ID,Subsystem,Path,Owner,Role,Phase,Status,DeclaredLang,ImplLang,Build,KyraWave,TargetDir,_source,Title,Area,Priority,Language,FileType,Tags,Description,PlanToConvertToKyra,OrderHint,id,title,language,path
S273,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_019.rs,Core Team,module_019,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S279,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_025.rs,Core Team,module_025,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S280,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_026.rs,Core Team,module_026,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S285,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_031.rs,Core Team,module_031,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S287,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_033.rs,Core Team,module_033,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S290,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_036.rs,Core Team,module_036,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S296,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_042.rs,Core Team,module_042,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S299,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_045.rs,Core Team,module_045,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S306,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_052.rs,Core Team,module_052,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S311,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_057.rs,Core Team,module_057,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S317,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_063.rs,Core Team,module_063,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S320,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/module_066.rs,Core Team,module_066,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S556,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/numa_pinning.rs,Core Team,HW Co‑Design (software path),"P2,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S237,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/scheduler.rs,Core Team,scheduler,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S240,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/timers.rs,Core Team,timers,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S590,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/src/vitals_reader.rs,Core Team,Vitals daemon integration,"P2,P4",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/src,coding_plan_v1.csv,,,,,,,,,,,,,
S241,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/cap_ptr.rs,Core Team,cap_ptr,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S236,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/fiber.rs,Core Team,fiber,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S255,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_001.rs,Core Team,module_001,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S256,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_002.rs,Core Team,module_002,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S257,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_003.rs,Core Team,module_003,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S258,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_004.rs,Core Team,module_004,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S263,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_009.rs,Core Team,module_009,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S272,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_018.rs,Core Team,module_018,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S277,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_023.rs,Core Team,module_023,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S302,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_048.rs,Core Team,module_048,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S303,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_049.rs,Core Team,module_049,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S308,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_054.rs,Core Team,module_054,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S313,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_059.rs,Core Team,module_059,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S314,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_060.rs,Core Team,module_060,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S315,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_061.rs,Core Team,module_061,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S319,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/module_065.rs,Core Team,module_065,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S570,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/tests_ai_sched.rs,Core Team,Locality-Aware AI Scheduler,"P2,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S629,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/tests_experience.rs,Core Team,Tests: predictor,"P2,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S545,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/tests_kv_cache.rs,Core Team,Kernel-level KV Cache Manager,"P2,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S603,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/tests_kv_spill.rs,Core Team,Tests: KV spill,"P2,P7",[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S595,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/tests_vitals_reader.rs,Core Team,Tests: vitals reader,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S246,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/vitals_reader.rs,Core Team,vitals_reader,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S238,Ophi Runtime (OphiWeave/Aegis/Vitals),repos/plexus/tests/work_steal.rs,Core Team,work_steal,P2,[ ],Rust,rust,cargo+rust-2021,Wave 0 (Toolchain),repos/plexus/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S596,Ophix/Peripheral/Vitals,repos/peripheral/src/ophipwm_device.rs,Core Team,OphiPWM USB driver,P2,[ ],Rust,rust,cargo+rust-2021,Wave 1 (Core libs),repos/peripheral/src,coding_plan_v1.csv,,,,,,,,,,,,,
S589,Ophix/Peripheral/Vitals,repos/peripheral/src/ophisense_device.rs,Core Team,OphiSense USB driver,"P2,P4",[ ],Rust,rust,cargo+rust-2021,Wave 1 (Core libs),repos/peripheral/src,coding_plan_v1.csv,,,,,,,,,,,,,
S601,Tooling/CI/Nix/Docs/Proto,ops/fstab/ophi_kv.conf,Contractors,Mount config (KV cache),P2,[ ],Text,python,python+pytest,Wave 1 (Core libs),ops/fstab,coding_plan_v1.csv,,,,,,,,,,,,,
S630,Tooling/CI/Nix/Docs/Proto,ops/otel/dashboards/experience_intel.json,Contractors,OTel dashboard,P2,[ ],JSON,python,python+pytest,Wave 1 (Core libs),ops/otel/dashboards,coding_plan_v1.csv,,,,,,,,,,,,,
S598,Tooling/CI/Nix/Docs/Proto,ops/systemd/ophipwm.service,Contractors,Systemd service (OphiPWM),P2,[ ],Unit,python,python+pytest,Wave 1 (Core libs),ops/systemd/ophipwm.service,coding_plan_v1.csv,,,,,,,,,,,,,
S592,Tooling/CI/Nix/Docs/Proto,ops/udev/99-ophisense.rules,Core Team,udev permissions,P2,[ ],Text,python,python+pytest,Wave 1 (Core libs),ops/udev,coding_plan_v1.csv,,,,,,,,,,,,,
S718,Umbrella,KyraOphi_Ultimate_Workspace.code-workspace,Umbrella,Multi-root workspace,P2,[ ],JSON,python,python+pytest,Wave 1 (Core libs),kyraophi_ultimate_workspace.code-workspace,coding_plan_v1.csv,,,,,,,,,,,,,
S719,Umbrella,Makefile,Umbrella,Build orchestrator,P2,[ ],Make,python,python+pytest,Wave 1 (Core libs),makefile,coding_plan_v1.csv,,,,,,,,,,,,,
S720,Umbrella,scripts/setup.sh,Umbrella,Extractor,P2,[ ],Bash,python,python+pytest,Wave 1 (Core libs),scripts,coding_plan_v1.csv,,,,,,,,,,,,,
S657,Hardware Docs/Firmware,hardware/biostool/BuildGuide.md,Contractors,Build Guide,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),hardware/biostool,coding_plan_v1.csv,,,,,,,,,,,,,
S658,Hardware Docs/Firmware,hardware/biostool/Usage.md,Contractors,Usage,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),hardware/biostool,coding_plan_v1.csv,,,,,,,,,,,,,
S582,Immuno (Security Plane),repos/immuno/policy/audit.yaml,Core Team,Agentic Governance & Audit,"P3,P4",[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S611,Immuno (Security Plane),repos/immuno/policy/bios_presence.yaml,Core Team,Policy: BIOS physical presence,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S593,Immuno (Security Plane),repos/immuno/policy/consent_ring.yaml,Core Team,Consent Ring policy (physical),P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S341,Immuno (Security Plane),repos/immuno/policy/module_005.yaml,Core Team,module_005,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S344,Immuno (Security Plane),repos/immuno/policy/module_008.yaml,Core Team,module_008,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S358,Immuno (Security Plane),repos/immuno/policy/module_022.yaml,Core Team,module_022,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S360,Immuno (Security Plane),repos/immuno/policy/module_024.yaml,Core Team,module_024,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S362,Immuno (Security Plane),repos/immuno/policy/module_026.yaml,Core Team,module_026,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S371,Immuno (Security Plane),repos/immuno/policy/module_035.yaml,Core Team,module_035,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S327,Immuno (Security Plane),repos/immuno/policy/pcc_gate.yaml,Core Team,pcc_gate,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S336,Immuno (Security Plane),repos/immuno/policy/tests_injection.yaml,Core Team,tests_injection,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S335,Immuno (Security Plane),repos/immuno/policy/tests_policies.yaml,Core Team,tests_policies,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S324,Immuno (Security Plane),repos/immuno/policy/verifier.yaml,Core Team,verifier,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),repos/immuno/policy,coding_plan_v1.csv,,,,,,,,,,,,,
S583,Immuno (Security Plane),repos/immuno/src/audit_trail.rs,Core Team,Agentic Governance & Audit,"P3,P4",[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S337,Immuno (Security Plane),repos/immuno/src/module_001.rs,Core Team,module_001,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S342,Immuno (Security Plane),repos/immuno/src/module_006.rs,Core Team,module_006,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S343,Immuno (Security Plane),repos/immuno/src/module_007.rs,Core Team,module_007,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S348,Immuno (Security Plane),repos/immuno/src/module_012.rs,Core Team,module_012,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S351,Immuno (Security Plane),repos/immuno/src/module_015.rs,Core Team,module_015,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S361,Immuno (Security Plane),repos/immuno/src/module_025.rs,Core Team,module_025,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S365,Immuno (Security Plane),repos/immuno/src/module_029.rs,Core Team,module_029,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S366,Immuno (Security Plane),repos/immuno/src/module_030.rs,Core Team,module_030,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S368,Immuno (Security Plane),repos/immuno/src/module_032.rs,Core Team,module_032,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S369,Immuno (Security Plane),repos/immuno/src/module_033.rs,Core Team,module_033,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S374,Immuno (Security Plane),repos/immuno/src/module_038.rs,Core Team,module_038,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S377,Immuno (Security Plane),repos/immuno/src/module_041.rs,Core Team,module_041,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/src,coding_plan_v1.csv,,,,,,,,,,,,,
S330,Immuno (Security Plane),repos/immuno/tests/dependency_scanner.rs,Core Team,dependency_scanner,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S325,Immuno (Security Plane),repos/immuno/tests/ledger.rs,Core Team,ledger,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S331,Immuno (Security Plane),repos/immuno/tests/model_integrity.rs,Core Team,model_integrity,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S338,Immuno (Security Plane),repos/immuno/tests/module_002.rs,Core Team,module_002,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S354,Immuno (Security Plane),repos/immuno/tests/module_018.rs,Core Team,module_018,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S355,Immuno (Security Plane),repos/immuno/tests/module_019.rs,Core Team,module_019,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S356,Immuno (Security Plane),repos/immuno/tests/module_020.rs,Core Team,module_020,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S363,Immuno (Security Plane),repos/immuno/tests/module_027.rs,Core Team,module_027,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S367,Immuno (Security Plane),repos/immuno/tests/module_031.rs,Core Team,module_031,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S328,Immuno (Security Plane),repos/immuno/tests/prompt_filter.rs,Core Team,prompt_filter,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S584,Immuno (Security Plane),repos/immuno/tests/tests_audit.rs,Core Team,Agentic Governance & Audit,"P3,P4",[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S334,Immuno (Security Plane),repos/immuno/tests/tests_caps.rs,Core Team,tests_caps,P3,[ ],Rust,rust,cargo+rust-2021,Wave 2 (Services/Agents),repos/immuno/tests,coding_plan_v1.csv,,,,,,,,,,,,,
S322,Immuno (Security Plane),security/filters/cap_schema.yaml,Core Team,cap_schema,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S323,Immuno (Security Plane),security/filters/issuer.yaml,Core Team,issuer,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S340,Immuno (Security Plane),security/filters/module_004.yaml,Core Team,module_004,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S345,Immuno (Security Plane),security/filters/module_009.yaml,Core Team,module_009,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S346,Immuno (Security Plane),security/filters/module_010.yaml,Core Team,module_010,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S347,Immuno (Security Plane),security/filters/module_011.yaml,Core Team,module_011,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S350,Immuno (Security Plane),security/filters/module_014.yaml,Core Team,module_014,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S353,Immuno (Security Plane),security/filters/module_017.yaml,Core Team,module_017,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S364,Immuno (Security Plane),security/filters/module_028.yaml,Core Team,module_028,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S376,Immuno (Security Plane),security/filters/module_040.yaml,Core Team,module_040,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S378,Immuno (Security Plane),security/filters/module_042.yaml,Core Team,module_042,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S326,Immuno (Security Plane),security/filters/policy_engine.yaml,Core Team,policy_engine,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S329,Immuno (Security Plane),security/filters/url_sanitizer.yaml,Core Team,url_sanitizer,P3,[ ],YAML,python,python+pytest,Wave 2 (Services/Agents),security/filters,coding_plan_v1.csv,,,,,,,,,,,,,
S332,Immuno (Security Plane),security/prompts/consent_ring_api.md,Core Team,consent_ring_api,P3,[ ],Markdown,typescript,typescript+vitest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S333,Immuno (Security Plane),security/prompts/consent_ring_ui.md,Core Team,consent_ring_ui,P3,[ ],Markdown,typescript,typescript+vitest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S339,Immuno (Security Plane),security/prompts/module_003.md,Core Team,module_003,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S349,Immuno (Security Plane),security/prompts/module_013.md,Core Team,module_013,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S352,Immuno (Security Plane),security/prompts/module_016.md,Core Team,module_016,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S357,Immuno (Security Plane),security/prompts/module_021.md,Core Team,module_021,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S359,Immuno (Security Plane),security/prompts/module_023.md,Core Team,module_023,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S370,Immuno (Security Plane),security/prompts/module_034.md,Core Team,module_034,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S372,Immuno (Security Plane),security/prompts/module_036.md,Core Team,module_036,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S373,Immuno (Security Plane),security/prompts/module_037.md,Core Team,module_037,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S375,Immuno (Security Plane),security/prompts/module_039.md,Core Team,module_039,P3,[ ],Markdown,python,python+pytest,Wave 2 (Services/Agents),security/prompts,coding_plan_v1.csv,,,,,,,,,,,,,
S608,Tooling/CI/Nix/Docs/Proto,ops/edk2/OphiBiosAssist.c,Core Team,EDK2 app (physical presence),P3,[ ],C,c,cmake+c99,Wave 2 (Services/Agents),ops/edk2,coding_plan_v1.csv,,,,,,,,,,,,,
S607,Tooling/CI/Nix/Docs/Proto,ops/edk2/OphiBiosAssist.inf,Contractors,EDK2 app manifest,P3,[ ],Text,python,python+pytest,Wave 2 (Services/Agents),ops/edk2,coding_plan_v1.csv,,,,,,,,,,,,,
S609,Tooling/CI/Nix/Docs/Proto,ops/edk2/build.sh,Contractors,Build script (EDK2),P3,[ ],Shell,python,python+pytest,Wave 2 (Services/Agents),ops/edk2,coding_plan_v1.csv,,,,,,,,,,,,,
S653,Hardware Docs/Firmware,hardware/ophicache/Setup.md,Contractors,Setup Guide,P4,[ ],Markdown,python,python+pytest,Wave 3 (UI & Docs),hardware/ophicache,coding_plan_v1.csv,,,,,,,,,,,,,
S654,Hardware Docs/Firmware,hardware/ophicache/Tuning.md,Contractors,Tuning Guide,P4,[ ],Markdown,python,python+pytest,Wave 3 (UI & Docs),hardware/ophicache,coding_plan_v1.csv,,,,,,,,,,,,,
S647,Hardware Docs/Firmware,hardware/ophipwm/BOM.md,Contractors,BOM,P4,[ ],Markdown,python,python+pytest,Wave 3 (UI & Docs),hardware/ophipwm,coding_plan_v1.csv,,,,,,,,,,,,,
S651,Hardware Docs/Firmware,hardware/ophipwm/Firmware/ophipwm_mcu.ino,Core Team,Firmware,P4,[ ],C++,python,python+pytest,Wave 3 (UI & Docs),hardware/ophipwm/firmware,coding_plan_v1.csv,,,,,,,,,,,,,
